temporada,data,horario,fase,tipo_fase,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,idade_tecnico_mandante,idade_tecnico_visitante,data_inicio_tecnico_mandante,data_inicio_tecnico_visitante,data_final_tecnico_mandante,data_final_tecnico_visitante,proporcao_sucesso_mandante,proporcao_sucesso_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,valor_medio_equipe_titular_mandante,valor_medio_equipe_titular_visitante,convocacao_selecao_principal_mandante,convocacao_selecao_principal_visitante,selecao_juniores_mandante,selecao_juniores_visitante,estrangeiros_mandante,estrangeiros_visitante,socios_mandante,socios_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,prorrogacao,penalti,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
"2003,2004",2004-04-07,15:45:00,Quartas De Final,Quartas De Final,Stade Louis-II,Pierluigi Collina,18000,18523,AS Mônaco,Real Madrid CF,Adi Hütter,Carlo Ancelotti,34,44,2023-07-04,2021-07-01,2025-06-30,2024-06-30,1.79,2.01,344500000,1030000000,12760000,44610000,15,19,10,0,27,15,,93176,24.2,27.6,3,1,0,0,1,1,,,,,,,,,,,,,,
"2003,2004",2004-04-06,15:45:00,Quartas De Final,Quartas De Final,Stade de Gerland,Anders Frisk,41000,41044,Olympique Lyon,Futebol Clube do Porto,Fabio Grosso,Sérgio Conceição,26,29,2023-09-18,2017-07-01,2024-06-30,2024-06-30,1.71,2.02,192650000,289000000,6880000,10320000,5,7,13,4,16,18,,137750,25,26.5,2,2,0,0,1,1,,,,,,,,,,,,,,
"2003,2004",2004-04-07,15:45:00,Quartas De Final,Quartas De Final,Highbury,Dr. Markus Merk,35500,38419,FC Arsenal,Chelsea FC,Mikel Arteta,Mauricio Pochettino,22,32,2019-12-22,2023-07-01,2025-06-30,2025-06-30,1.94,1.68,1100000000,999000000,43820000,33300000,21,20,2,11,18,20,130000,30000,25.7,23.7,1,2,0,0,1,0,,,,,,,,,,,,,,
"2003,2004",2004-03-23,15:45:00,Quartas De Final,Quartas De Final,Giuseppe Meazza,Valentin Ivanov,60300,80018,AC Milan,RC Deportivo de Corunha,Stefano Pioli,Imanol Idiakez,38,32,2019-10-09,2023-07-01,2025-06-30,2024-06-30,1.54,1.59,543250000,8600000,19400000,,15,0,5,1,21,1,,22125,26.3,28.7,4,1,0,0,1,1,,,,,,,,,,,,,,
"2003,2004",2004-04-06,15:45:00,Quartas De Final,Quartas De Final,Abanca Riazor,Urs Meier,27000,34711,RC Deportivo de Corunha,AC Milan,Imanol Idiakez,Stefano Pioli,32,38,2023-07-01,2019-10-09,2024-06-30,2025-06-30,1.59,1.54,8600000,543250000,,19400000,0,15,1,5,1,21,22125,,28.7,26.3,4,0,0,0,3,0,,,,,,,,,,,,,,
"2003,2004",2004-03-24,15:45:00,Quartas De Final,Quartas De Final,Santiago Bernabéu,Lubos Michel,70000,85454,Real Madrid CF,AS Mônaco,Carlo Ancelotti,Adi Hütter,44,34,2021-07-01,2023-07-04,2024-06-30,2025-06-30,2.01,1.79,1030000000,344500000,44610000,12760000,19,15,0,10,15,27,93176,,27.6,24.2,4,2,0,0,0,1,,,,,,,,,,,,,,
"2003,2004",2004-03-24,15:45:00,Quartas De Final,Quartas De Final,Stamford Bridge,Mejuto González,40000,40853,Chelsea FC,FC Arsenal,Mauricio Pochettino,Mikel Arteta,32,21,2023-07-01,2019-12-22,2025-06-30,2025-06-30,1.68,1.94,999000000,1100000000,33300000,43820000,20,21,11,2,20,18,30000,130000,23.7,25.7,1,1,0,0,0,0,,,,,,,,,,,,,,
"2003,2004",2004-03-23,15:45:00,Quartas De Final,Quartas De Final,Estádio do Dragão,Terje Hauge,48500,50399,Futebol Clube do Porto,Olympique Lyon,Sérgio Conceição,Fabio Grosso,29,26,2017-07-01,2023-09-18,2024-06-30,2024-06-30,2.02,1.71,289000000,192650000,10320000,6880000,7,5,4,13,18,16,137750,,26.5,25,2,0,0,0,1,0,,,,,,,,,,,,,,
"2004,2005",2005-04-13,15:45:00,Quartas De Final,Quartas De Final,Philips Stadion,Kim Milton Nielsen,32500,35000,PSV Eindhoven,Olympique Lyon,Peter Bosz,Fabio Grosso,41,27,2023-07-01,2023-09-18,2026-06-30,2024-06-30,1.6,1.71,187230000,192650000,6930000,6880000,10,5,8,13,14,16,,,25.1,25,4,2,,1,,,,,,,,,,,,,,,,
"2004,2005",2005-04-05,15:45:00,Quartas De Final,Quartas De Final,Stade de Gerland,Pierluigi Collina,40000,41044,Olympique Lyon,PSV Eindhoven,Fabio Grosso,Peter Bosz,27,41,2023-09-18,2023-07-01,2024-06-30,2026-06-30,1.71,1.6,192650000,187230000,6880000,6930000,5,10,13,8,16,14,,,25,25.1,1,1,0,0,1,0,,,,,,,,,,,,,,
"2004,2005",2005-04-05,15:45:00,Quartas De Final,Quartas De Final,Anfield,Frank de Bleeckere,45000,54074,FC Liverpool,Juventus FC,Jürgen Klopp,Massimiliano Allegri,37,37,2015-10-08,2021-05-28,2026-06-30,2025-06-30,1.87,1.85,877300000,420200000,33740000,17510000,17,16,7,5,21,12,,111000,26.1,27.2,2,1,0,0,2,0,,,,,,,,,,,,,,
"2004,2005",2005-04-06,15:45:00,Quartas De Final,Quartas De Final,Giuseppe Meazza,Alain Sars,79000,80018,AC Milan,FC Internazionale,Stefano Pioli,Simone Inzaghi,39,29,2019-10-09,2021-06-03,2025-06-30,2025-06-30,1.54,1.92,543250000,563350000,19400000,22530000,15,19,5,2,21,16,,110280,26.3,28.8,2,0,0,0,1,0,,,,,,,,,,,,,,
"2004,2005",2005-04-12,15:45:00,Quartas De Final,Quartas De Final,Olympiastadion München,Mejuto González,59000,,FC Bayern Munique,Chelsea FC,Thomas Tuchel,Mauricio Pochettino,31,33,2023-03-25,2023-07-01,2025-06-30,2025-06-30,1.93,1.68,897700000,999000000,34530000,33300000,18,20,5,11,14,20,300000,30000,26.4,23.7,3,2,0,0,0,1,,,,,,,,,,,,,,
"2004,2005",2005-04-12,15:45:00,Quartas De Final,Quartas De Final,Giuseppe Meazza,Dr. Markus Merk,82734,,FC Internazionale,AC Milan,Simone Inzaghi,Stefano Pioli,29,39,2021-06-03,2019-10-09,2025-06-30,2025-06-30,1.92,1.54,563350000,543250000,22530000,19400000,19,15,2,5,16,21,110280,,28.8,26.3,0,3,0,0,0,1,,,,,,,,,,,,,,
"2004,2005",2005-04-06,15:45:00,Quartas De Final,Quartas De Final,Stamford Bridge,René Temmink,43000,,Chelsea FC,FC Bayern Munique,Mauricio Pochettino,Thomas Tuchel,33,31,2023-07-01,2023-03-25,2025-06-30,2025-06-30,1.68,1.93,999000000,897700000,33300000,34530000,20,18,11,5,20,14,30000,300000,23.7,26.4,4,2,0,0,1,0,,,,,,,,,,,,,,
"2004,2005",2005-04-13,15:45:00,Quartas De Final,Quartas De Final,Stadio Olimpico di Torino,Valentin Ivanov,55500,,Juventus FC,FC Liverpool,Massimiliano Allegri,Jürgen Klopp,37,37,2021-05-28,2015-10-08,2025-06-30,2026-06-30,1.85,1.87,420200000,877300000,17510000,33740000,16,17,5,7,12,21,111000,,27.2,26.1,0,0,0,0,0,0,,,,,,,,,,,,,,
"2005,2006",2006-04-05,15:45:00,Quartas De Final,Quartas De Final,Spotify Camp Nou,Lubos Michel,98000,,FC Barcelona,Sport Lisboa e Benfica,Xavi,Roger Schmidt,26,39,2021-11-06,2022-07-01,2025-06-30,2026-06-30,2.14,1.92,862000000,359630000,41050000,14390000,16,11,2,7,10,15,170000,262026,26.6,25.6,2,0,0,0,1,0,,,,,,,,,,,,,,
"2005,2006",2006-04-04,15:45:00,Quartas De Final,Quartas De Final,La Cerámica,Kyros Vassaras,23000,,FC Villarreal,FC Internazionale,Pacheta,Simone Inzaghi,38,29,2023-09-09,2021-06-03,2024-06-30,2025-06-30,1.55,1.92,186200000,563350000,7760000,22530000,7,19,4,2,8,16,15000,110280,29,28.8,1,0,0,0,0,0,,,,,,,,,,,,,,
"2005,2006",2006-03-29,15:45:00,Quartas De Final,Quartas De Final,Stade de Gerland,Konrad Plautz,39000,,Olympique Lyon,AC Milan,Fabio Grosso,Stefano Pioli,28,40,2023-09-18,2019-10-09,2024-06-30,2025-06-30,1.71,1.54,192650000,543250000,6880000,19400000,5,15,13,5,16,21,,,25,26.3,0,0,0,0,0,0,,,,,,,,,,,,,,
"2005,2006",2006-03-28,15:45:00,Quartas De Final,Quartas De Final,Highbury,Peter Fröjdfeldt,35472,,FC Arsenal,Juventus FC,Mikel Arteta,Massimiliano Allegri,24,38,2019-12-22,2021-05-28,2025-06-30,2025-06-30,1.94,1.85,1100000000,420200000,43820000,17510000,21,16,2,5,18,12,130000,111000,25.7,27.2,2,0,0,0,1,0,,,,,,,,,,,,,,
"2005,2006",2006-03-28,15:45:00,Quartas De Final,Quartas De Final,Estádio da Luz,Steve Bennett,60000,,Sport Lisboa e Benfica,FC Barcelona,Roger Schmidt,Xavi,39,26,2022-07-01,2021-11-06,2026-06-30,2025-06-30,1.92,2.14,359630000,862000000,14390000,41050000,11,16,7,2,15,10,262026,170000,25.6,26.6,0,0,0,0,0,0,,,,,,,,,,,,,,
"2005,2006",2006-04-04,15:45:00,Quartas De Final,Quartas De Final,Giuseppe Meazza,Terje Hauge,78894,80018,AC Milan,Olympique Lyon,Stefano Pioli,Fabio Grosso,40,28,2019-10-09,2023-09-18,2025-06-30,2024-06-30,1.54,1.71,543250000,192650000,19400000,6880000,15,5,5,13,21,16,,,26.3,25,3,1,0,0,1,1,,,,,,,,,,,,,,
"2005,2006",2006-03-29,15:45:00,Quartas De Final,Quartas De Final,Giuseppe Meazza,Alain Sars,60000,80018,FC Internazionale,FC Villarreal,Simone Inzaghi,Pacheta,29,38,2021-06-03,2023-09-09,2025-06-30,2024-06-30,1.92,1.55,563350000,186200000,22530000,7760000,19,7,2,4,16,8,110280,15000,28.8,29,2,1,0,0,1,1,,,,,,,,,,,,,,
"2005,2006",2006-04-05,15:45:00,Quartas De Final,Quartas De Final,Stadio Olimpico di Torino,Herbert Fandel,50000,,Juventus FC,FC Arsenal,Massimiliano Allegri,Mikel Arteta,38,24,2021-05-28,2019-12-22,2025-06-30,2025-06-30,1.85,1.94,420200000,1100000000,17510000,43820000,16,21,5,2,12,18,111000,130000,27.2,25.7,0,0,0,0,0,0,,,,,,,,,,,,,,
"2006,2007",2007-04-03,15:45:00,Quartas De Final,Quartas De Final,Philips Stadion,Bertrand Layec,35100,,PSV Eindhoven,FC Liverpool,Peter Bosz,Jürgen Klopp,43,39,2023-07-01,2015-10-08,2026-06-30,2026-06-30,1.6,1.87,187230000,877300000,6930000,33740000,10,17,8,7,14,21,,,25.1,26.1,0,3,0,0,0,1,,,,,,,,,,,,,,
"2006,2007",2007-04-10,15:45:00,Quartas De Final,Quartas De Final,Old Trafford,Lubos Michel,74476,75653,Manchester United FC,AS Roma,Erik ten Hag,José Mourinho,37,44,2022-07-01,2021-07-01,2025-06-30,2024-06-30,2.09,2.07,877300000,362150000,28300000,13930000,22,17,1,4,22,17,150000,,26.2,27.2,7,1,0,0,4,0,,,,,,,,,,,,,,
"2006,2007",2007-04-11,15:45:00,Quartas De Final,Quartas De Final,Anfield,Roberto Rosetti,40000,54074,FC Liverpool,PSV Eindhoven,Jürgen Klopp,Peter Bosz,39,43,2015-10-08,2023-07-01,2026-06-30,2026-06-30,1.87,1.6,877300000,187230000,33740000,6930000,17,10,7,8,21,14,,,26.1,25.1,1,0,0,0,0,0,,,,,,,,,,,,,,
"2006,2007",2007-04-10,15:45:00,Quartas De Final,Quartas De Final,Mestalla,Kyros Vassaras,50000,55000,Valência CF,Chelsea FC,Rubén Baraja,Mauricio Pochettino,31,35,2023-02-14,2023-07-01,2025-06-30,2025-06-30,1.41,1.68,177900000,999000000,7730000,33300000,7,20,7,11,9,20,40000,30000,24.9,23.7,1,2,0,0,1,0,,,,,,,,,,,,,,
"2006,2007",2007-04-03,15:45:00,Quartas De Final,Quartas De Final,Giuseppe Meazza,Yuriy Baskakov,67500,,AC Milan,FC Bayern Munique,Stefano Pioli,Thomas Tuchel,41,33,2019-10-09,2023-03-25,2025-06-30,2025-06-30,1.54,1.93,543250000,897700000,19400000,34530000,15,18,5,5,21,14,,300000,26.3,26.4,2,2,0,0,1,0,,,,,,,,,,,,,,
"2006,2007",2007-04-11,15:45:00,Quartas De Final,Quartas De Final,Allianz Arena,Mejuto González,66000,,FC Bayern Munique,AC Milan,Thomas Tuchel,Stefano Pioli,33,41,2023-03-25,2019-10-09,2025-06-30,2025-06-30,1.93,1.54,897700000,543250000,34530000,19400000,18,15,5,5,14,21,300000,,26.4,26.3,0,2,0,0,0,2,,,,,,,,,,,,,,
"2006,2007",2007-04-04,15:45:00,Quartas De Final,Quartas De Final,Olimpico di Roma,Herbert Fandel,73683,,AS Roma,Manchester United FC,José Mourinho,Erik ten Hag,44,37,2021-07-01,2022-07-01,2024-06-30,2025-06-30,2.07,2.09,362150000,877300000,13930000,28300000,17,22,4,1,17,22,,150000,27.2,26.2,2,1,0,0,1,0,,,,,,,,,,,,,,
"2006,2007",2007-04-04,15:45:00,Quartas De Final,Quartas De Final,Stamford Bridge,Frank de Bleeckere,40000,,Chelsea FC,Valência CF,Mauricio Pochettino,Rubén Baraja,35,31,2023-07-01,2023-02-14,2025-06-30,2025-06-30,1.68,1.41,999000000,177900000,33300000,7730000,20,7,11,7,20,9,30000,40000,23.7,24.9,1,1,0,0,0,1,,,,,,,,,,,,,,
"2007,2008",2008-04-09,14:45:00,Quartas De Final,Quartas De Final,Spotify Camp Nou,Roberto Rosetti,72113,99354,FC Barcelona,Schalke 04,Xavi,Karel Geraerts,28,26,2021-11-06,2023-10-09,2025-06-30,2025-06-30,2.14,2.04,862000000,31150000,41050000,1070000,16,2,2,7,10,12,170000,174000,26.6,27.3,1,0,0,0,1,0,,,,,,,,,,,,,,
"2007,2008",2008-04-09,15:45:00,Quartas De Final,Quartas De Final,Old Trafford,Tom Henning Övrebö,74423,75653,Manchester United FC,AS Roma,Erik ten Hag,José Mourinho,38,45,2022-07-01,2021-07-01,2025-06-30,2024-06-30,2.09,2.07,877300000,362150000,28300000,13930000,22,17,1,4,22,17,150000,,26.2,27.2,1,0,0,0,0,0,,,,,,,,,,,,,,
"2007,2008",2008-04-02,14:45:00,Quartas De Final,Quartas De Final,Emirates Stadium,Pieter Vink,60041,60260,FC Arsenal,FC Liverpool,Mikel Arteta,Jürgen Klopp,26,40,2019-12-22,2015-10-08,2025-06-30,2026-06-30,1.94,1.87,1100000000,877300000,43820000,33740000,21,17,2,7,18,21,130000,,25.7,26.1,1,1,0,0,1,1,,,,,,,,,,,,,,
"2007,2008",2008-04-02,14:45:00,Quartas De Final,Quartas De Final,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,Claus Bo Larsen,55250,,Fenerbahce,Chelsea FC,Ismail Kartal,Mauricio Pochettino,46,36,2023-07-03,2023-07-01,2024-06-30,2025-06-30,1.69,1.68,200550000,999000000,6920000,33300000,16,20,1,11,16,20,29009,30000,27.6,23.7,2,1,0,0,0,1,,,,,,,,,,,,,,
"2007,2008",2008-04-08,14:45:00,Quartas De Final,Quartas De Final,Anfield,Peter Fröjdfeldt,41985,44742,FC Liverpool,FC Arsenal,Jürgen Klopp,Mikel Arteta,40,26,2015-10-08,2019-12-22,2026-06-30,2025-06-30,1.87,1.94,877300000,1100000000,33740000,43820000,17,21,7,2,21,18,,130000,26.1,25.7,4,2,0,0,1,1,,,,,,,,,,,,,,
"2007,2008",2008-04-01,15:45:00,Quartas De Final,Quartas De Final,Olimpico di Roma,Frank de Bleeckere,60931,73261,AS Roma,Manchester United FC,José Mourinho,Erik ten Hag,45,38,2021-07-01,2022-07-01,2024-06-30,2025-06-30,2.07,2.09,362150000,877300000,13930000,28300000,17,22,4,1,17,22,,150000,27.2,26.2,0,2,0,0,0,1,,,,,,,,,,,,,,
"2007,2008",2008-04-01,14:45:00,Quartas De Final,Quartas De Final,Veltins-Arena,Kyros Vassaras,53951,,Schalke 04,FC Barcelona,Karel Geraerts,Xavi,26,28,2023-10-09,2021-11-06,2025-06-30,2025-06-30,2.04,2.14,31150000,862000000,1070000,41050000,2,16,7,2,12,10,174000,170000,27.3,26.6,0,1,0,0,0,1,,,,,,,,,,,,,,
"2007,2008",2008-04-08,14:45:00,Quartas De Final,Quartas De Final,Stamford Bridge,Herbert Fandel,38369,40853,Chelsea FC,Fenerbahce,Mauricio Pochettino,Ismail Kartal,36,46,2023-07-01,2023-07-03,2025-06-30,2024-06-30,1.68,1.69,999000000,200550000,33300000,6920000,20,16,11,1,20,16,30000,29009,23.7,27.6,2,0,0,0,1,0,,,,,,,,,,,,,,
"2008,2009",2009-04-08,15:45:00,Quartas De Final,Quartas De Final,Spotify Camp Nou,Howard Webb,93219,98772,FC Barcelona,FC Bayern Munique,Xavi,Thomas Tuchel,29,35,2021-11-06,2023-03-25,2025-06-30,2025-06-30,2.14,1.93,862000000,897700000,41050000,34530000,16,18,2,5,10,14,170000,300000,26.6,26.4,4,0,0,0,4,0,,,,,,,,,,,,,,
"2008,2009",2009-04-07,15:45:00,Quartas De Final,Quartas De Final,La Cerámica,Tom Henning Övrebö,21700,,FC Villarreal,FC Arsenal,Pacheta,Mikel Arteta,41,27,2023-09-09,2019-12-22,2024-06-30,2025-06-30,1.55,1.94,186200000,1100000000,7760000,43820000,7,21,4,2,8,18,15000,130000,29,25.7,1,1,0,0,1,0,,,,,,,,,,,,,,
"2008,2009",2009-04-07,15:45:00,Quartas De Final,Quartas De Final,Old Trafford,Konrad Plautz,74000,75653,Manchester United FC,Futebol Clube do Porto,Erik ten Hag,Sérgio Conceição,39,34,2022-07-01,2017-07-01,2025-06-30,2024-06-30,2.09,2.02,877300000,289000000,28300000,10320000,22,7,1,4,22,18,150000,137750,26.2,26.5,2,2,0,0,1,1,,,,,,,,,,,,,,
"2008,2009",2009-04-15,15:45:00,Quartas De Final,Quartas De Final,Emirates Stadium,Wolfgang Stark,59233,60260,FC Arsenal,FC Villarreal,Mikel Arteta,Pacheta,27,41,2019-12-22,2023-09-09,2025-06-30,2024-06-30,1.94,1.55,1100000000,186200000,43820000,7760000,21,7,2,4,18,8,130000,15000,25.7,29,3,0,0,0,1,0,,,,,,,,,,,,,,
"2008,2009",2009-04-08,15:45:00,Quartas De Final,Quartas De Final,Anfield,Claus Bo Larsen,42000,54074,FC Liverpool,Chelsea FC,Jürgen Klopp,Mauricio Pochettino,41,37,2015-10-08,2023-07-01,2026-06-30,2025-06-30,1.87,1.68,877300000,999000000,33740000,33300000,17,20,7,11,21,20,,30000,26.1,23.7,1,3,0,0,1,1,,,,,,,,,,,,,,
"2008,2009",2009-04-14,15:45:00,Quartas De Final,Quartas De Final,Allianz Arena,Roberto Rosetti,66000,,FC Bayern Munique,FC Barcelona,Thomas Tuchel,Xavi,35,29,2023-03-25,2021-11-06,2025-06-30,2025-06-30,1.93,2.14,897700000,862000000,34530000,41050000,18,16,5,2,14,10,300000,170000,26.4,26.6,1,1,0,0,0,0,,,,,,,,,,,,,,
"2008,2009",2009-04-14,15:45:00,Quartas De Final,Quartas De Final,Stamford Bridge,Luis Medina Cantalejo,38286,41631,Chelsea FC,FC Liverpool,Mauricio Pochettino,Jürgen Klopp,37,41,2023-07-01,2015-10-08,2025-06-30,2026-06-30,1.68,1.87,999000000,877300000,33300000,33740000,20,17,11,7,20,21,30000,,23.7,26.1,4,4,0,0,0,2,,,,,,,,,,,,,,
"2008,2009",2009-04-15,15:45:00,Quartas De Final,Quartas De Final,Estádio do Dragão,Massimo Busacca,50100,50399,Futebol Clube do Porto,Manchester United FC,Sérgio Conceição,Erik ten Hag,34,39,2017-07-01,2022-07-01,2024-06-30,2025-06-30,2.02,2.09,289000000,877300000,10320000,28300000,7,22,4,1,18,22,137750,150000,26.5,26.2,0,1,0,0,0,1,,,,,,,,,,,,,,
