temporada,data,horario,fase,tipo_fase,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,idade_tecnico_mandante,idade_tecnico_visitante,data_inicio_tecnico_mandante,data_inicio_tecnico_visitante,data_final_tecnico_mandante,data_final_tecnico_visitante,proporcao_sucesso_mandante,proporcao_sucesso_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,valor_medio_equipe_titular_mandante,valor_medio_equipe_titular_visitante,convocacao_selecao_principal_mandante,convocacao_selecao_principal_visitante,selecao_juniores_mandante,selecao_juniores_visitante,estrangeiros_mandante,estrangeiros_visitante,socios_mandante,socios_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,prorrogacao,penalti,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
"2016,2017",2017-04-11,15:45:00,Quartas De Final,Quartas De Final,Allianz Stadium,Szymon Marciniak,41092,41475,Juventus FC,FC Barcelona,Massimiliano Allegri,Xavi,49,37,2021-05-28,2021-11-06,2025-06-30,2025-06-30,1.85,2.14,420200000,862000000,17510000,41050000,16,16,5,2,12,10,111000,170000,27.2,26.6,3,0,0,0,2,0,5,8,21,20,20,22,3,5,1,0,8,3,4,7
"2017,2018",2018-04-11,15:45:00,Quartas De Final,Quartas De Final,Santiago Bernabéu,Michael Oliver,75796,81044,Real Madrid CF,Juventus FC,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,0,0,2,7,3,8,17,19,12,3,5,4,2,6,6,8,3
"2017,2018",2018-04-10,15:45:00,Quartas De Final,Quartas De Final,Olimpico di Roma,Clément Turpin,56580,73261,AS Roma,FC Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,1,0,6,3,19,10,14,19,3,4,0,4,7,3,8,4
"2017,2018",2018-04-10,15:45:00,Quartas De Final,Quartas De Final,Etihad Stadium,Mateu Lahoz,53461,55097,Manchester City FC,FC Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,1,0,9,2,4,7,7,12,1,3,8,0,4,3,4,2
"2017,2018",2018-04-03,15:45:00,Quartas De Final,Quartas De Final,Allianz Stadium,Cüneyt Cakir,40849,41475,Juventus FC,Real Madrid CF,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,1,5,6,13,16,16,14,3,2,1,0,2,6,4,8
"2017,2018",2018-04-04,15:45:00,Quartas De Final,Quartas De Final,Spotify Camp Nou,Danny Makkelie,90106,98772,FC Barcelona,AS Roma,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,0,1,0,10,7,8,8,8,11,2,7,3,0,12,3,8,3
"2017,2018",2018-04-03,15:45:00,Quartas De Final,Quartas De Final,Ramón Sánchez-Pizjuán,Daniele Orsato,40635,42714,Sevilla FC,FC Bayern Munique,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,1,1,3,6,13,9,12,13,3,4,0,3,5,5,3,5
"2017,2018",2018-04-04,15:45:00,Quartas De Final,Quartas De Final,Anfield,Dr. Felix Brych,50685,54074,FC Liverpool,Manchester City FC,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,3,0,0,8,6,10,14,9,1,2,3,4,5,1,2,6
"2017,2018",2018-04-11,15:45:00,Quartas De Final,Quartas De Final,Allianz Arena,Willie Collum,70000,,FC Bayern Munique,Sevilla FC,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,9,1,15,13,14,20,0,6,5,1,6,0,10,5
"2018,2019",2019-04-16,16:00:00,Quartas De Final,Quartas De Final,Spotify Camp Nou,Dr. Felix Brych,96708,99354,FC Barcelona,Manchester United FC,Xavi,Erik ten Hag,39,49,2021-11-06,2022-07-01,2025-06-30,2025-06-30,2.14,2.09,862000000,877300000,41050000,28300000,16,22,2,1,10,22,170000,150000,26.6,26.2,3,0,0,0,2,0,8,3,11,15,18,11,3,3,0,3,6,3,4,3
"2018,2019",2019-04-10,16:00:00,Quartas De Final,Quartas De Final,Old Trafford,Gianluca Rocchi,74093,74879,Manchester United FC,FC Barcelona,Erik ten Hag,Xavi,49,39,2022-07-01,2021-11-06,2025-06-30,2025-06-30,2.09,2.14,877300000,862000000,28300000,41050000,22,16,1,2,22,10,150000,170000,26.2,26.6,0,1,0,0,0,1,2,4,15,11,11,17,3,1,2,0,1,3,7,3
"2018,2019",2019-04-09,16:00:00,Quartas De Final,Quartas De Final,Anfield,Mateu Lahoz,52465,53394,FC Liverpool,Futebol Clube do Porto,Jürgen Klopp,Sérgio Conceição,51,44,2015-10-08,2017-07-01,2026-06-30,2024-06-30,1.87,2.02,877300000,289000000,33740000,10320000,17,7,7,4,21,18,,137750,26.1,26.5,2,0,0,0,2,0,4,5,9,7,9,13,3,1,4,2,4,3,5,5
"2018,2019",2019-04-17,16:00:00,Quartas De Final,Quartas De Final,Etihad Stadium,Cüneyt Cakir,53348,55017,Manchester City FC,"Tottenham Hotspur ",Pep Guardiola,Ange Postecoglou,48,53,2016-07-01,2023-07-01,2025-06-30,2027-06-30,2.35,1.81,1260000000,747600000,52700000,25780000,20,21,3,7,17,21,,,27.1,26,4,3,0,0,3,2,4,3,8,14,17,11,4,4,3,3,9,7,8,2
"2018,2019",2019-04-10,16:00:00,Quartas De Final,Quartas De Final,Johan Cruijff ArenA,Carlos del Cerro Grande,50390,54033,AFC Ajax,Juventus FC,Maurice Steijn,Massimiliano Allegri,45,51,2023-07-01,2021-05-28,2026-06-30,2025-06-30,1.48,1.85,181650000,420200000,6730000,17510000,12,16,14,5,15,12,,111000,23.4,27.2,1,1,0,0,0,1,4,3,17,10,10,21,0,5,4,0,6,1,8,5
"2018,2019",2019-04-09,16:00:00,Quartas De Final,Quartas De Final,Tottenham Hotspur Stadium,Björn Kuipers,60044,62062,"Tottenham Hotspur ",Manchester City FC,Ange Postecoglou,Pep Guardiola,53,48,2023-07-01,2016-07-01,2027-06-30,2025-06-30,1.81,2.35,747600000,1260000000,25780000,52700000,21,20,7,3,21,17,,,26,27.1,1,0,0,0,0,0,3,3,7,11,17,9,1,3,2,6,4,1,4,5
"2018,2019",2019-04-17,16:00:00,Quartas De Final,Quartas De Final,Estádio do Dragão,Danny Makkelie,49117,50399,Futebol Clube do Porto,FC Liverpool,Sérgio Conceição,Jürgen Klopp,44,51,2017-07-01,2015-10-08,2024-06-30,2026-06-30,2.02,1.87,289000000,877300000,10320000,33740000,7,17,4,7,18,21,137750,,26.5,26.1,1,4,0,0,0,1,6,3,16,13,15,18,1,5,2,2,6,5,8,4
"2018,2019",2019-04-16,16:00:00,Quartas De Final,Quartas De Final,Allianz Stadium,Clément Turpin,41445,41507,Juventus FC,AFC Ajax,Massimiliano Allegri,Maurice Steijn,51,45,2021-05-28,2023-07-01,2025-06-30,2026-06-30,1.85,1.48,420200000,181650000,17510000,6730000,16,12,5,14,12,15,111000,,27.2,23.4,1,2,0,0,1,1,4,5,14,12,15,15,2,2,1,3,3,4,3,6
"2019,2020",2020-08-14,16:00:00,Quartas De Final,Jogo Único,Estádio da Luz,Damir Skomina,0,65000,FC Barcelona,FC Bayern Munique,Xavi,Thomas Tuchel,40,46,2021-11-06,2023-03-25,2025-06-30,2025-06-30,2.14,1.93,862000000,897700000,41050000,34530000,16,18,2,5,10,14,170000,300000,26.6,26.4,2,8,0,0,1,4,6,9,13,22,20,13,5,4,4,2,7,26,0,9
"2019,2020",2020-08-13,16:00:00,Quartas De Final,Jogo Único,Estádio José Alvalade XXI,Szymon Marciniak,0,42146,RB Leipzig,Atlético de Madrid,Marco Rose,Diego Simeone,43,50,2022-09-08,2011-12-23,2025-06-30,2024-06-30,2.04,1.91,403100000,472000000,14930000,19670000,18,14,5,2,18,14,750,128249,25.4,29.1,2,1,0,0,0,0,3,7,21,12,11,20,2,2,1,2,10,9,5,2
"2019,2020",2020-08-15,16:00:00,Quartas De Final,Jogo Único,Estádio José Alvalade XXI,Danny Makkelie,0,50080,Manchester City FC,Olympique Lyon,Pep Guardiola,Fabio Grosso,49,42,2016-07-01,2023-09-18,2025-06-30,2024-06-30,2.35,1.71,1260000000,192650000,52700000,6880000,20,5,3,13,17,16,,,27.1,25.5,1,3,0,0,0,1,11,3,13,15,15,12,4,6,0,0,18,7,6,0
"2019,2020",2020-08-12,16:00:00,Quartas De Final,Jogo Único,Estádio da Luz,Anthony Taylor,0,65000,Atalanta BC,FC Paris Saint-Germain,Gian Piero Gasperini,Luis Enrique,62,50,2016-06-14,2023-07-05,2024-06-30,2025-06-30,1.59,1.96,324600000,1070000000,12980000,36790000,15,18,5,7,17,17,,,27.1,25.6,1,2,0,0,1,0,4,3,29,13,13,29,4,3,2,0,9,17,3,8
"2020,2021",2021-04-14,16:00:00,Quartas De Final,Quartas De Final,SIGNAL IDUNA PARK,Carlos del Cerro Grande,0,81365,Borussia Dortmund,Manchester City FC,Edin Terzic,Pep Guardiola,38,50,2022-07-01,2016-07-01,2025-06-30,2025-06-30,2.01,2.35,467000000,1260000000,16680000,52700000,19,20,3,3,13,17,175000,,25.9,27.1,1,2,0,0,1,0,2,11,7,8,8,6,3,2,3,1,10,17,3,7
"2020,2021",2021-04-13,16:00:00,Quartas De Final,Quartas De Final,Parc des Princes,Daniele Orsato,0,49691,FC Paris Saint-Germain,FC Bayern Munique,Luis Enrique,Thomas Tuchel,50,47,2023-07-05,2023-03-25,2025-06-30,2025-06-30,1.96,1.93,1070000000,897700000,36790000,34530000,18,18,7,5,17,14,,300000,25.6,26.4,0,1,0,0,0,1,6,7,10,21,18,10,4,3,7,3,10,14,6,7
"2020,2021",2021-04-14,16:00:00,Quartas De Final,Quartas De Final,Anfield,Björn Kuipers,0,54074,FC Liverpool,Real Madrid CF,Jürgen Klopp,Carlo Ancelotti,53,61,2015-10-08,2021-07-01,2026-06-30,2024-06-30,1.87,2.01,877300000,1030000000,33740000,44610000,17,19,7,0,21,15,,93176,26.1,27.6,0,0,0,0,0,0,11,3,10,5,5,10,2,4,1,1,15,6,8,1
"2020,2021",2021-04-06,16:00:00,Quartas De Final,Quartas De Final,Etihad Stadium,Ovidiu Hategan,0,55017,Manchester City FC,Borussia Dortmund,Pep Guardiola,Edin Terzic,50,38,2016-07-01,2022-07-01,2025-06-30,2025-06-30,2.35,2.01,1260000000,467000000,52700000,16680000,20,19,3,3,17,13,,175000,27.1,25.9,2,1,0,0,1,0,4,2,9,8,8,9,2,4,1,0,11,7,4,1
"2020,2021",2021-04-07,16:00:00,Quartas De Final,Quartas De Final,Allianz Arena,Mateu Lahoz,0,75024,FC Bayern Munique,FC Paris Saint-Germain,Thomas Tuchel,Luis Enrique,47,50,2023-03-25,2023-07-05,2025-06-30,2025-06-30,1.93,1.96,897700000,1070000000,34530000,36790000,18,18,5,7,14,17,300000,,26.4,25.6,2,3,0,0,1,2,15,1,16,7,6,14,1,10,1,3,31,6,9,1
"2020,2021",2021-04-06,16:00:00,Quartas De Final,Quartas De Final,Estadio Alfredo Di Stéfano,Dr. Felix Brych,0,9000,Real Madrid CF,FC Liverpool,Carlo Ancelotti,Jürgen Klopp,61,53,2021-07-01,2015-10-08,2024-06-30,2026-06-30,2.01,1.87,1030000000,877300000,44610000,33740000,19,17,0,6,15,21,93176,,27.6,26.1,3,1,0,0,2,0,5,3,6,11,11,6,0,4,3,0,15,7,3,3
"2020,2021",2021-04-13,16:00:00,Quartas De Final,Quartas De Final,Ramón Sánchez-Pizjuán,Clément Turpin,0,43883,Chelsea FC,Futebol Clube do Porto,Mauricio Pochettino,Sérgio Conceição,49,46,2023-07-01,2017-07-01,2025-06-30,2024-06-30,1.68,2.02,999000000,289000000,33300000,10320000,20,7,10,4,20,18,30000,137750,23.7,26.5,0,1,0,0,0,0,6,9,14,20,19,13,1,1,5,0,8,8,2,3
"2020,2021",2021-04-07,16:00:00,Quartas De Final,Quartas De Final,Ramón Sánchez-Pizjuán,Slavko Vincic,0,43883,Futebol Clube do Porto,Chelsea FC,Sérgio Conceição,Mauricio Pochettino,46,49,2017-07-01,2023-07-01,2024-06-30,2025-06-30,2.02,1.68,289000000,999000000,10320000,33300000,7,20,4,11,18,20,137750,30000,26.5,23.7,0,2,0,0,0,1,9,4,12,17,17,12,1,5,4,2,12,6,3,3
"2021,2022",2022-04-06,16:00:00,Quartas De Final,Quartas De Final,La Cerámica,Anthony Taylor,21626,,FC Villarreal,FC Bayern Munique,Pacheta,Thomas Tuchel,54,48,2023-09-09,2023-03-25,2024-06-30,2025-06-30,1.55,1.93,186200000,897700000,7760000,34530000,7,18,4,5,8,14,15000,300000,29,26.4,1,0,0,0,1,0,,,,,,,,,,,,,,
"2021,2022",2022-04-13,16:00:00,Quartas De Final,Quartas De Final,Civitas Metropolitano,Daniel Siebert,65675,68456,Atlético de Madrid,Manchester City FC,Diego Simeone,Pep Guardiola,51,51,2011-12-23,2016-07-01,2024-06-30,2025-06-30,1.91,2.35,472000000,1260000000,19670000,52700000,14,20,2,3,14,17,128249,,29.1,27.1,0,0,0,0,0,0,,,,,,,,,,,,,,
"2021,2022",2022-04-13,16:00:00,Quartas De Final,Quartas De Final,Anfield,Serdar Gözübüyük,51373,54074,FC Liverpool,Sport Lisboa e Benfica,Jürgen Klopp,Roger Schmidt,54,55,2015-10-08,2022-07-01,2026-06-30,2026-06-30,1.87,1.92,877300000,359630000,33740000,14390000,17,11,7,7,21,15,,262026,26.1,25.6,3,3,0,0,1,1,,,,,,,,,,,,,,
"2021,2022",2022-04-05,16:00:00,Quartas De Final,Quartas De Final,Etihad Stadium,Istvan Kovacs,52018,55017,Manchester City FC,Atlético de Madrid,Pep Guardiola,Diego Simeone,51,51,2016-07-01,2011-12-23,2025-06-30,2024-06-30,2.35,1.91,1260000000,472000000,52700000,19670000,20,14,3,2,17,14,,128249,27.1,29.1,1,0,0,0,0,0,9,0,8,13,13,8,0,1,1,2,15,0,7,0
"2021,2022",2022-04-05,16:00:00,Quartas De Final,Quartas De Final,Estádio da Luz,Jesús Gil Manzano,59633,65000,Sport Lisboa e Benfica,FC Liverpool,Roger Schmidt,Jürgen Klopp,55,54,2022-07-01,2015-10-08,2026-06-30,2026-06-30,1.92,1.87,359630000,877300000,14390000,33740000,11,17,7,6,15,21,262026,,25.6,26.1,1,3,0,0,0,2,2,6,7,15,15,7,5,2,4,1,9,17,5,5
"2021,2022",2022-04-12,16:00:00,Quartas De Final,Quartas De Final,Allianz Arena,Slavko Vincic,70000,75024,FC Bayern Munique,FC Villarreal,Thomas Tuchel,Pacheta,48,54,2023-03-25,2023-09-09,2025-06-30,2024-06-30,1.93,1.55,897700000,186200000,34530000,7760000,18,7,5,4,14,8,300000,15000,26.4,29,1,1,0,0,0,0,6,0,11,8,8,11,0,3,5,1,23,4,12,3
"2021,2022",2022-04-12,16:00:00,Quartas De Final,Quartas De Final,Santiago Bernabéu,Szymon Marciniak,59839,,Real Madrid CF,Chelsea FC,Carlo Ancelotti,Mauricio Pochettino,62,50,2021-07-01,2023-07-01,2024-06-30,2025-06-30,2.01,1.68,1030000000,999000000,44610000,33300000,19,20,0,11,15,20,93176,30000,27.6,23.7,2,3,1,0,,,1,10,17,20,19,17,4,2,0,1,10,28,5,12
"2021,2022",2022-04-06,16:00:00,Quartas De Final,Quartas De Final,Stamford Bridge,Clément Turpin,38689,,Chelsea FC,Real Madrid CF,Mauricio Pochettino,Carlo Ancelotti,50,62,2023-07-01,2021-07-01,2025-06-30,2024-06-30,1.68,2.01,999000000,1030000000,33300000,44610000,20,19,11,0,20,15,30000,93176,23.7,27.6,1,3,0,0,1,2,,,,,,,,,,,,,,
"2022,2023",2023-04-18,16:00:00,Quartas De Final,Quartas De Final,Stadio Diego Armando Maradona,Szymon Marciniak,52728,,Napoli,AC Milan,Rudi Garcia,Stefano Pioli,59,57,2023-07-01,2019-10-09,2025-06-30,2025-06-30,1.73,1.54,587750000,543250000,21770000,19400000,16,15,1,5,17,21,89000,,26.3,26.3,1,1,0,0,0,1,16,1,14,12,10,13,3,3,0,1,23,6,10,1
"2022,2023",2023-04-11,16:00:00,Quartas De Final,Quartas De Final,Etihad Stadium,Jesús Gil Manzano,52257,55017,Manchester City FC,FC Bayern Munique,Pep Guardiola,Thomas Tuchel,52,49,2016-07-01,2023-03-25,2025-06-30,2025-06-30,2.35,1.93,1260000000,897700000,52700000,34530000,20,18,3,5,17,14,,300000,27.1,26.4,3,0,0,0,1,0,8,5,11,8,8,10,4,6,0,1,17,12,5,3
"2022,2023",2023-04-11,16:00:00,Quartas De Final,Quartas De Final,Estádio da Luz,Michael Oliver,62594,65000,Sport Lisboa e Benfica,Inter de Milão,Roger Schmidt,Simone Inzaghi,56,47,2022-07-01,2021-06-03,2026-06-30,2025-06-30,1.92,1.92,359630000,563350000,14390000,22530000,11,19,7,2,15,16,262026,110280,25.6,28.8,0,2,0,0,0,0,4,6,11,9,8,10,2,2,1,1,12,9,6,3
"2022,2023",2023-04-12,16:00:00,Quartas De Final,Quartas De Final,Giuseppe Meazza,Istvan Kovacs,74742,,AC Milan,Napoli,Stefano Pioli,Rudi Garcia,57,59,2019-10-09,2023-07-01,2025-06-30,2025-06-30,1.54,1.73,543250000,587750000,19400000,21770000,15,16,5,1,21,17,,89000,26.3,26.3,1,0,0,0,1,0,3,10,16,13,13,16,5,1,1,0,12,16,7,6
"2022,2023",2023-04-19,16:00:00,Quartas De Final,Quartas De Final,Allianz Arena,Clément Turpin,75000,75024,FC Bayern Munique,Manchester City FC,Thomas Tuchel,Pep Guardiola,49,52,2023-03-25,2016-07-01,2025-06-30,2025-06-30,1.93,2.35,897700000,1260000000,34530000,52700000,18,20,5,3,14,17,300000,,26.4,27.1,1,1,0,0,0,0,5,2,12,11,9,11,1,5,2,2,19,7,9,2
"2022,2023",2023-04-19,16:00:00,Quartas De Final,Quartas De Final,Giuseppe Meazza,Carlos del Cerro Grande,75380,,Inter de Milão,Sport Lisboa e Benfica,Simone Inzaghi,Roger Schmidt,47,56,2021-06-03,2022-07-01,2025-06-30,2026-06-30,1.92,1.92,563350000,359630000,22530000,14390000,19,11,2,7,16,15,110280,262026,28.8,25.6,3,3,0,0,1,1,4,6,13,10,7,13,2,0,1,2,11,12,4,4
"2022,2023",2023-04-12,16:00:00,Quartas De Final,Quartas De Final,Santiago Bernabéu,François Letexier,63142,81044,Real Madrid CF,Chelsea FC,Carlo Ancelotti,Mauricio Pochettino,63,51,2021-07-01,2023-07-01,2024-06-30,2025-06-30,2.01,1.68,1030000000,999000000,44610000,33300000,19,20,0,11,15,20,93176,30000,27.6,23.7,2,0,0,0,1,0,3,3,10,10,9,10,3,8,1,0,18,7,5,2
"2022,2023",2023-04-18,16:00:00,Quartas De Final,Quartas De Final,Stamford Bridge,Daniele Orsato,39453,40853,Chelsea FC,Real Madrid CF,Mauricio Pochettino,Carlo Ancelotti,51,63,2023-07-01,2021-07-01,2025-06-30,2024-06-30,1.68,2.01,999000000,1030000000,33300000,44610000,20,19,11,0,20,15,30000,93176,23.7,27.6,0,2,0,0,0,0,8,2,16,8,8,14,4,6,2,2,19,9,7,3
