temporada,data,horario,fase,tipo_fase,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,idade_tecnico_mandante,idade_tecnico_visitante,data_inicio_tecnico_mandante,data_inicio_tecnico_visitante,data_final_tecnico_mandante,data_final_tecnico_visitante,proporcao_sucesso_mandante,proporcao_sucesso_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,valor_medio_equipe_titular_mandante,valor_medio_equipe_titular_visitante,convocacao_selecao_principal_mandante,convocacao_selecao_principal_visitante,selecao_juniores_mandante,selecao_juniores_visitante,estrangeiros_mandante,estrangeiros_visitante,socios_mandante,socios_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,prorrogacao,penalti,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
"2005,2006",2006-04-19,15:45:00,Semi-Finais,Semi-Finais,Highbury,Konrad Plautz,35438,,FC Arsenal,FC Villarreal,Mikel Arteta,Pacheta,24,38,2019-12-22,2023-09-09,2025-06-30,2024-06-30,1.94,1.55,1100000000,186200000,43820000,7760000,21,7,2,4,18,8,130000,15000,25.7,29,1,0,0,0,1,0,,,,,,,,,,,,,,
"2005,2006",2006-04-18,15:45:00,Semi-Finais,Semi-Finais,Giuseppe Meazza,Alain Sars,76883,,AC Milan,FC Barcelona,Stefano Pioli,Xavi,40,26,2019-10-09,2021-11-06,2025-06-30,2025-06-30,1.54,2.14,543250000,862000000,19400000,41050000,15,16,5,2,21,10,,170000,26.3,26.6,0,1,0,0,0,0,,,,,,,,,,,,,,
"2006,2007",2007-04-24,15:45:00,Semi-Finais,Semi-Finais,Old Trafford,Kyros Vassaras,73820,75653,Manchester United FC,AC Milan,Erik ten Hag,Stefano Pioli,37,41,2022-07-01,2019-10-09,2025-06-30,2025-06-30,2.09,1.54,877300000,543250000,28300000,19400000,22,15,1,5,22,21,150000,,26.2,26.3,3,2,0,0,1,2,,,,,,,,,,,,,,
"2006,2007",2007-05-01,15:45:00,Semi-Finais,Semi-Finais,Anfield,Mejuto González,42554,,FC Liverpool,Chelsea FC,Jürgen Klopp,Mauricio Pochettino,39,35,2015-10-08,2023-07-01,2026-06-30,2025-06-30,1.87,1.68,877300000,999000000,33740000,33300000,17,20,7,11,21,20,,30000,26.1,23.7,4,1,,1,,,,,,,,,,,,,,,,
"2006,2007",2007-05-02,15:45:00,Semi-Finais,Semi-Finais,Giuseppe Meazza,Frank de Bleeckere,67500,,AC Milan,Manchester United FC,Stefano Pioli,Erik ten Hag,41,37,2019-10-09,2022-07-01,2025-06-30,2025-06-30,1.54,2.09,543250000,877300000,19400000,28300000,15,22,5,1,21,22,,150000,26.3,26.2,3,0,0,0,2,0,,,,,,,,,,,,,,
"2006,2007",2007-04-25,15:45:00,Semi-Finais,Semi-Finais,Stamford Bridge,Dr. Markus Merk,42500,,Chelsea FC,FC Liverpool,Mauricio Pochettino,Jürgen Klopp,35,39,2023-07-01,2015-10-08,2025-06-30,2026-06-30,1.68,1.87,999000000,877300000,33300000,33740000,20,17,11,7,20,21,30000,,23.7,26.1,1,0,0,0,1,0,,,,,,,,,,,,,,
"2007,2008",2008-04-23,14:45:00,Semi-Finais,Semi-Finais,Spotify Camp Nou,Massimo Busacca,95549,99354,FC Barcelona,Manchester United FC,Xavi,Erik ten Hag,28,38,2021-11-06,2022-07-01,2025-06-30,2025-06-30,2.14,2.09,862000000,877300000,41050000,28300000,16,22,2,1,10,22,170000,150000,26.6,26.2,0,0,0,0,0,0,,,,,,,,,,,,,,
"2007,2008",2008-04-29,14:45:00,Semi-Finais,Semi-Finais,Old Trafford,Herbert Fandel,75061,75653,Manchester United FC,FC Barcelona,Erik ten Hag,Xavi,38,28,2022-07-01,2021-11-06,2025-06-30,2025-06-30,2.09,2.14,877300000,862000000,28300000,41050000,22,16,1,2,22,10,150000,170000,26.2,26.6,1,0,0,0,1,0,,,,,,,,,,,,,,
"2007,2008",2008-04-22,14:45:00,Semi-Finais,Semi-Finais,Anfield,Konrad Plautz,42180,,FC Liverpool,Chelsea FC,Jürgen Klopp,Mauricio Pochettino,40,36,2015-10-08,2023-07-01,2026-06-30,2025-06-30,1.87,1.68,877300000,999000000,33740000,33300000,17,20,7,11,21,20,,30000,26.1,23.7,1,1,0,0,1,0,,,,,,,,,,,,,,
"2007,2008",2008-04-30,14:45:00,Semi-Finais,Semi-Finais,Stamford Bridge,Roberto Rosetti,38900,41631,Chelsea FC,FC Liverpool,Mauricio Pochettino,Jürgen Klopp,36,40,2023-07-01,2015-10-08,2025-06-30,2026-06-30,1.68,1.87,999000000,877300000,33300000,33740000,20,17,11,7,20,21,30000,,23.7,26.1,3,2,1,0,,,,,,,,,,,,,,,,
"2008,2009",2009-04-28,15:45:00,Semi-Finais,Semi-Finais,Spotify Camp Nou,Wolfgang Stark,95231,99354,FC Barcelona,Chelsea FC,Xavi,Mauricio Pochettino,29,37,2021-11-06,2023-07-01,2025-06-30,2025-06-30,2.14,1.68,862000000,999000000,41050000,33300000,16,20,2,11,10,20,170000,30000,26.6,23.7,0,0,0,0,0,0,,,,,,,,,,,,,,
"2008,2009",2009-04-29,15:45:00,Semi-Finais,Semi-Finais,Old Trafford,Claus Bo Larsen,74517,75653,Manchester United FC,FC Arsenal,Erik ten Hag,Mikel Arteta,39,27,2022-07-01,2019-12-22,2025-06-30,2025-06-30,2.09,1.94,877300000,1100000000,28300000,43820000,22,21,1,2,22,18,150000,130000,26.2,25.7,1,0,0,0,1,0,,,,,,,,,,,,,,
"2008,2009",2009-05-05,15:45:00,Semi-Finais,Semi-Finais,Emirates Stadium,Roberto Rosetti,58000,60260,FC Arsenal,Manchester United FC,Mikel Arteta,Erik ten Hag,27,39,2019-12-22,2022-07-01,2025-06-30,2025-06-30,1.94,2.09,1100000000,877300000,43820000,28300000,21,22,2,1,18,22,130000,150000,25.7,26.2,1,3,0,0,0,2,,,,,,,,,,,,,,
"2008,2009",2009-05-06,15:45:00,Semi-Finais,Semi-Finais,Stamford Bridge,Tom Henning Övrebö,37857,40853,Chelsea FC,FC Barcelona,Mauricio Pochettino,Xavi,37,29,2023-07-01,2021-11-06,2025-06-30,2025-06-30,1.68,2.14,999000000,862000000,33300000,41050000,20,16,11,2,20,10,30000,170000,23.7,26.6,1,1,0,0,1,0,,,,,,,,,,,,,,
"2009,2010",2010-04-28,15:45:00,Semi-Finais,Semi-Finais,Spotify Camp Nou,Frank de Bleeckere,96214,99354,FC Barcelona,FC Internazionale,Xavi,Simone Inzaghi,30,34,2021-11-06,2021-06-03,2025-06-30,2025-06-30,2.14,1.92,862000000,563350000,41050000,22530000,16,19,2,2,10,16,170000,110280,26.6,28.8,1,0,0,0,0,0,,,,,,,,,,,,,,
"2009,2010",2010-04-27,15:45:00,Semi-Finais,Semi-Finais,Stade de Gerland,Massimo Busacca,39414,,Olympique Lyon,FC Bayern Munique,Fabio Grosso,Thomas Tuchel,32,36,2023-09-18,2023-03-25,2024-06-30,2025-06-30,1.71,1.93,192650000,897700000,6880000,34530000,5,18,14,5,16,14,,300000,25,26.4,0,3,0,0,0,1,,,,,,,,,,,,,,
"2009,2010",2010-04-21,15:45:00,Semi-Finais,Semi-Finais,Allianz Arena,Roberto Rosetti,66000,,FC Bayern Munique,Olympique Lyon,Thomas Tuchel,Fabio Grosso,36,32,2023-03-25,2023-09-18,2025-06-30,2024-06-30,1.93,1.71,897700000,192650000,34530000,6880000,18,5,5,13,14,16,300000,,26.4,25,1,0,0,0,0,0,,,,,,,,,,,,,,
"2009,2010",2010-04-20,15:45:00,Semi-Finais,Semi-Finais,Giuseppe Meazza,Olegário Benquerença,80018,,FC Internazionale,FC Barcelona,Simone Inzaghi,Xavi,34,30,2021-06-03,2021-11-06,2025-06-30,2025-06-30,1.92,2.14,563350000,862000000,22530000,41050000,19,16,2,2,16,10,110280,170000,28.8,26.6,3,1,0,0,1,1,,,,,,,,,,,,,,
"2010,2011",2011-05-03,15:45:00,Semi-Finais,Semi-Finais,Spotify Camp Nou,Frank de Bleeckere,95701,99354,FC Barcelona,Real Madrid CF,Xavi,Carlo Ancelotti,31,51,2021-11-06,2021-07-01,2025-06-30,2024-06-30,2.14,2.01,862000000,1030000000,41050000,44610000,16,19,2,0,10,15,170000,93176,26.6,27.6,1,1,0,0,0,0,,,,,,,,,,,,,,
"2010,2011",2011-05-04,15:45:00,Semi-Finais,Semi-Finais,Old Trafford,Pedro Proença,74678,,Manchester United FC,Schalke 04,Erik ten Hag,Karel Geraerts,41,29,2022-07-01,2023-10-09,2025-06-30,2025-06-30,2.09,2.04,877300000,31150000,28300000,1070000,22,2,1,7,22,12,150000,174000,26.2,27.3,4,1,0,0,2,1,,,,,,,,,,,,,,
"2010,2011",2011-04-26,15:45:00,Semi-Finais,Semi-Finais,Veltins-Arena,Carlos Velasco Carballo,54142,,Schalke 04,Manchester United FC,Karel Geraerts,Erik ten Hag,29,41,2023-10-09,2022-07-01,2025-06-30,2025-06-30,2.04,2.09,31150000,877300000,1070000,28300000,2,22,7,1,12,22,174000,150000,27.3,26.2,0,2,0,0,0,0,,,,,,,,,,,,,,
"2010,2011",2011-04-27,15:45:00,Semi-Finais,Semi-Finais,Santiago Bernabéu,Wolfgang Stark,75000,85454,Real Madrid CF,FC Barcelona,Carlo Ancelotti,Xavi,51,31,2021-07-01,2021-11-06,2024-06-30,2025-06-30,2.01,2.14,1030000000,862000000,44610000,41050000,19,16,0,2,15,10,93176,170000,27.6,26.6,0,2,0,0,0,0,,,,,,,,,,,,,,
"2011,2012",2012-04-24,15:45:00,Semi-Finais,Semi-Finais,Spotify Camp Nou,Cüneyt Cakir,95845,,FC Barcelona,Chelsea FC,Xavi,Mauricio Pochettino,32,40,2021-11-06,2023-07-01,2025-06-30,2025-06-30,2.14,1.68,862000000,999000000,41050000,33300000,16,20,2,11,10,20,170000,30000,26.6,23.7,2,2,0,0,2,1,10,1,7,10,11,8,1,4,1,1,7,3,9,3
"2011,2012",2012-04-17,15:45:00,Semi-Finais,Semi-Finais,Allianz Arena,Howard Webb,66000,,FC Bayern Munique,Real Madrid CF,Thomas Tuchel,Carlo Ancelotti,38,52,2023-03-25,2021-07-01,2025-06-30,2024-06-30,1.93,2.01,897700000,1030000000,34530000,44610000,18,19,5,0,14,15,300000,93176,26.4,27.6,2,1,0,0,1,0,6,4,20,13,14,20,2,2,0,1,4,3,6,3
"2011,2012",2012-04-25,15:45:00,Semi-Finais,Semi-Finais,Santiago Bernabéu,Viktor Kassai,80000,,Real Madrid CF,FC Bayern Munique,Carlo Ancelotti,Thomas Tuchel,52,38,2021-07-01,2023-03-25,2024-06-30,2025-06-30,2.01,1.93,1030000000,897700000,44610000,34530000,19,18,0,5,15,14,93176,300000,27.6,26.4,3,4,,1,,,5,5,10,25,26,14,6,5,4,1,7,6,5,7
"2011,2012",2012-04-18,15:45:00,Semi-Finais,Semi-Finais,Stamford Bridge,Dr. Felix Brych,41841,,Chelsea FC,FC Barcelona,Mauricio Pochettino,Xavi,40,32,2023-07-01,2021-11-06,2025-06-30,2025-06-30,1.68,2.14,999000000,862000000,33300000,41050000,20,16,11,2,20,10,30000,170000,23.7,26.6,1,0,0,0,1,0,1,8,11,9,11,16,6,0,5,2,1,8,3,4
"2012,2013",2013-05-01,15:45:00,Semi-Finais,Semi-Finais,Spotify Camp Nou,Damir Skomina,95877,,FC Barcelona,FC Bayern Munique,Xavi,Thomas Tuchel,33,39,2021-11-06,2023-03-25,2025-06-30,2025-06-30,2.14,1.93,862000000,897700000,41050000,34530000,16,18,2,5,10,14,170000,300000,26.6,26.4,0,3,0,0,0,0,4,0,15,13,16,15,0,5,0,4,5,2,5,4
"2012,2013",2013-04-24,15:45:00,Semi-Finais,Semi-Finais,SIGNAL IDUNA PARK,Björn Kuipers,65829,,Borussia Dortmund,Real Madrid CF,Edin Terzic,Carlo Ancelotti,30,53,2022-07-01,2021-07-01,2025-06-30,2024-06-30,2.01,2.01,467000000,1030000000,16680000,44610000,19,19,3,0,13,15,175000,93176,25.9,27.6,4,1,0,0,1,1,4,2,12,13,18,15,3,3,3,5,7,4,2,3
"2012,2013",2013-04-23,15:45:00,Semi-Finais,Semi-Finais,Allianz Arena,Viktor Kassai,68000,,FC Bayern Munique,FC Barcelona,Thomas Tuchel,Xavi,39,33,2023-03-25,2021-11-06,2025-06-30,2025-06-30,1.93,2.14,897700000,862000000,34530000,41050000,18,16,5,2,14,10,300000,170000,26.4,26.6,4,0,0,0,1,0,11,4,16,10,11,19,1,3,3,1,7,1,3,2
"2012,2013",2013-04-30,15:45:00,Semi-Finais,Semi-Finais,Santiago Bernabéu,Howard Webb,69429,,Real Madrid CF,Borussia Dortmund,Carlo Ancelotti,Edin Terzic,53,30,2021-07-01,2022-07-01,2024-06-30,2025-06-30,2.01,2.01,1030000000,467000000,44610000,16680000,19,19,0,3,15,13,93176,175000,27.6,25.9,2,0,0,0,0,0,10,3,16,20,25,22,4,5,6,5,5,5,10,2
"2013,2014",2014-04-22,15:45:00,Semi-Finais,Semi-Finais,Vicente Calderón,Jonas Eriksson,52560,54907,Atlético de Madrid,Chelsea FC,Diego Simeone,Mauricio Pochettino,43,42,2011-12-23,2023-07-01,2024-06-30,2025-06-30,1.91,1.68,472000000,999000000,19670000,33300000,14,20,2,11,14,20,128249,30000,29.1,23.7,0,0,0,0,0,0,6,4,13,16,16,17,2,5,4,0,5,2,14,2
