temporada,data,horario,fase,tipo_fase,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,idade_tecnico_mandante,idade_tecnico_visitante,data_inicio_tecnico_mandante,data_inicio_tecnico_visitante,data_final_tecnico_mandante,data_final_tecnico_visitante,proporcao_sucesso_mandante,proporcao_sucesso_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,valor_medio_equipe_titular_mandante,valor_medio_equipe_titular_visitante,convocacao_selecao_principal_mandante,convocacao_selecao_principal_visitante,selecao_juniores_mandante,selecao_juniores_visitante,estrangeiros_mandante,estrangeiros_visitante,socios_mandante,socios_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,prorrogacao,penalti,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
"2021,2022",2022-02-23,16:00:00,Oitavas De Final,Oitavas De Final,Estádio da Luz,Slavko Vincic,65647,,Sport Lisboa e Benfica,AFC Ajax,Roger Schmidt,Maurice Steijn,54,48,2022-07-01,2023-07-01,2026-06-30,2026-06-30,1.92,1.48,359630000,181650000,14390000,6730000,11,12,7,13,15,15,262026,,25.6,23.4,2,2,0,0,1,2,7,2,13,18,16,12,7,3,0,3,17,11,7,3
"2021,2022",2022-02-15,16:00:00,Oitavas De Final,Oitavas De Final,Estádio José Alvalade XXI,Srdjan Jovanovic,48129,50080,Sporting CP,Manchester City FC,Rúben Amorim,Pep Guardiola,37,51,2020-03-05,2016-07-01,2026-06-30,2025-06-30,2.24,2.35,280300000,1260000000,10380000,52700000,8,20,9,3,13,17,117623,,24.9,27.1,0,5,0,0,0,4,0,6,9,16,16,9,2,0,2,3,3,15,2,4
"2021,2022",2022-03-08,16:00:00,Oitavas De Final,Oitavas De Final,Allianz Arena,Clément Turpin,25000,,FC Bayern Munique,Red Bull Salzburg,Thomas Tuchel,Gerhard Struber,48,45,2023-03-25,2023-07-31,2025-06-30,2025-06-30,1.93,1.49,897700000,206500000,34530000,6660000,18,13,5,15,14,25,300000,,26.4,22.1,7,1,0,0,4,0,6,2,8,14,14,6,3,2,0,2,18,7,4,2
"2021,2022",2022-03-15,16:00:00,Oitavas De Final,Oitavas De Final,Johan Cruijff ArenA,Carlos del Cerro Grande,54066,55600,AFC Ajax,Sport Lisboa e Benfica,Maurice Steijn,Roger Schmidt,48,55,2023-07-01,2022-07-01,2026-06-30,2026-06-30,1.48,1.92,181650000,359630000,6730000,14390000,12,11,14,7,15,15,,262026,23.4,25.6,0,1,0,0,0,0,10,4,13,11,11,13,0,2,4,2,16,4,11,3
"2021,2022",2022-02-16,16:00:00,Oitavas De Final,Oitavas De Final,Giuseppe Meazza,Szymon Marciniak,37918,,Inter de Milão,FC Liverpool,Simone Inzaghi,Jürgen Klopp,45,54,2021-06-03,2015-10-08,2025-06-30,2026-06-30,1.92,1.87,563350000,877300000,22530000,33740000,19,17,2,7,16,21,110280,,28.8,26.1,0,2,0,0,0,0,7,7,10,9,9,10,0,0,3,1,9,13,7,8
"2021,2022",2022-03-09,16:00:00,Oitavas De Final,Oitavas De Final,Santiago Bernabéu,Danny Makkelie,59895,81044,Real Madrid CF,FC Paris Saint-Germain,Carlo Ancelotti,Luis Enrique,62,51,2021-07-01,2023-07-05,2024-06-30,2025-06-30,2.01,1.96,1030000000,1070000000,44610000,36790000,19,18,0,7,15,17,93176,,27.6,25.6,3,1,0,0,0,1,5,2,12,9,9,12,3,4,2,2,21,10,9,3
"2021,2022",2022-02-16,16:00:00,Oitavas De Final,Oitavas De Final,Red Bull Arena Salzburg,Michael Oliver,30000,30188,Red Bull Salzburg,FC Bayern Munique,Gerhard Struber,Thomas Tuchel,45,48,2023-07-31,2023-03-25,2025-06-30,2025-06-30,1.49,1.93,206500000,897700000,6660000,34530000,13,18,15,5,25,14,,300000,22.1,26.4,1,1,0,0,1,0,5,10,14,11,11,14,8,4,2,2,11,22,1,5
"2021,2022",2022-02-22,16:00:00,Oitavas De Final,Oitavas De Final,Stamford Bridge,Jesús Gil Manzano,38832,40853,Chelsea FC,LOSC Lille,Mauricio Pochettino,Paulo Fonseca,49,48,2023-07-01,2022-07-01,2025-06-30,2024-06-30,1.68,1.93,999000000,226600000,33300000,9440000,20,6,11,8,20,17,30000,,23.7,26,2,0,0,0,1,0,4,6,10,6,6,9,2,2,0,0,9,15,2,7
"2021,2022",2022-03-16,16:00:00,Oitavas De Final,Oitavas De Final,Allianz Stadium,Szymon Marciniak,30385,41507,Juventus FC,FC Villarreal,Massimiliano Allegri,Pacheta,54,53,2021-05-28,2023-09-09,2025-06-30,2024-06-30,1.85,1.55,420200000,186200000,17510000,7760000,16,7,5,4,12,8,111000,15000,27.2,29,0,3,0,0,0,0,7,2,6,5,4,4,0,5,2,0,14,8,5,3
"2022,2023",2023-02-22,16:00:00,Oitavas De Final,Oitavas De Final,Red Bull Arena,Serdar Gözübüyük,45228,47069,RB Leipzig,Manchester City FC,Marco Rose,Pep Guardiola,46,52,2022-09-08,2016-07-01,2025-06-30,2025-06-30,2.04,2.35,403100000,1260000000,14930000,52700000,18,20,5,3,18,17,750,,25.4,27.1,1,1,0,0,0,1,2,4,12,6,5,11,2,3,3,1,7,12,2,6
"2022,2023",2023-02-15,16:00:00,Oitavas De Final,Oitavas De Final,SIGNAL IDUNA PARK,Jesús Gil Manzano,81365,,Borussia Dortmund,Chelsea FC,Edin Terzic,Mauricio Pochettino,40,50,2022-07-01,2023-07-01,2025-06-30,2025-06-30,2.01,1.68,467000000,999000000,16680000,33300000,19,20,3,11,13,20,175000,30000,25.9,23.7,1,0,0,0,0,0,5,10,13,12,9,13,7,1,0,3,14,21,5,7
"2022,2023",2023-02-15,16:00:00,Oitavas De Final,Oitavas De Final,Jan-Breydel-Stadion,Davide Massa,25643,29062,Club Brugge,Sport Lisboa e Benfica,Ronny Deila,Roger Schmidt,47,55,2023-07-01,2022-07-01,2026-06-30,2026-06-30,1.69,1.92,121750000,359630000,4200000,14390000,9,11,11,7,18,15,,262026,24.6,25.6,0,2,0,0,0,0,3,7,10,8,7,10,2,1,4,4,4,14,1,7
"2022,2023",2023-03-15,16:00:00,Oitavas De Final,Oitavas De Final,Stadio Diego Armando Maradona,Anthony Taylor,49082,,Napoli,SG Eintracht Frankfurt,Rudi Garcia,Dino Toppmöller,59,42,2023-07-01,2023-07-01,2025-06-30,2026-06-30,1.73,1.96,587750000,170150000,21770000,5000000,16,9,1,13,17,20,89000,130000,26.3,24.8,3,0,0,0,1,0,4,3,13,15,15,12,1,5,2,0,12,8,2,2
"2022,2023",2023-02-14,16:00:00,Oitavas De Final,Oitavas De Final,Parc des Princes,Michael Oliver,46435,49691,FC Paris Saint-Germain,FC Bayern Munique,Luis Enrique,Thomas Tuchel,52,49,2023-07-05,2023-03-25,2025-06-30,2025-06-30,1.96,1.93,1070000000,897700000,36790000,34530000,18,18,7,5,17,14,,300000,25.6,26.4,0,1,0,0,0,0,4,5,8,18,18,8,6,4,5,3,9,18,1,7
"2022,2023",2023-02-21,16:00:00,Oitavas De Final,Oitavas De Final,Anfield,Istvan Kovacs,52337,54074,FC Liverpool,Real Madrid CF,Jürgen Klopp,Carlo Ancelotti,55,63,2015-10-08,2021-07-01,2026-06-30,2024-06-30,1.87,2.01,877300000,1030000000,33740000,44610000,17,19,7,0,21,15,,93176,26.1,27.6,2,5,0,0,2,2,4,3,9,9,7,9,1,2,0,0,9,9,2,2
"2022,2023",2023-03-14,16:00:00,Oitavas De Final,Oitavas De Final,Etihad Stadium,Slavko Vincic,52038,55017,Manchester City FC,RB Leipzig,Pep Guardiola,Marco Rose,52,46,2016-07-01,2022-09-08,2025-06-30,2025-06-30,2.35,2.04,1260000000,403100000,52700000,14930000,20,18,3,5,17,18,,750,27.1,25.4,7,0,0,0,3,0,10,0,10,7,5,9,1,8,1,2,23,4,3,3
"2022,2023",2023-03-07,16:00:00,Oitavas De Final,Oitavas De Final,Estádio da Luz,Halil Umut Meler,61018,65000,Sport Lisboa e Benfica,Club Brugge,Roger Schmidt,Ronny Deila,55,47,2022-07-01,2023-07-01,2026-06-30,2026-06-30,1.92,1.69,359630000,121750000,14390000,4200000,11,9,7,11,15,18,262026,,25.6,24.6,5,1,0,0,2,0,2,5,3,7,7,2,1,2,4,1,20,13,9,6
"2022,2023",2023-02-14,16:00:00,Oitavas De Final,Oitavas De Final,Giuseppe Meazza,Sandro Schärer,74320,75923,AC Milan,"Tottenham Hotspur ",Stefano Pioli,Ange Postecoglou,57,57,2019-10-09,2023-07-01,2025-06-30,2027-06-30,1.54,1.81,543250000,747600000,19400000,25780000,15,21,5,7,21,21,,,26.3,26,1,0,0,0,1,0,3,8,17,13,13,16,3,3,1,4,9,12,4,5
"2022,2023",2023-03-08,16:00:00,Oitavas De Final,Oitavas De Final,Allianz Arena,Daniele Orsato,75000,,FC Bayern Munique,FC Paris Saint-Germain,Thomas Tuchel,Luis Enrique,49,52,2023-03-25,2023-07-05,2025-06-30,2025-06-30,1.93,1.96,897700000,1070000000,34530000,36790000,18,18,5,7,14,17,300000,,26.4,25.6,2,0,0,0,0,0,4,6,9,6,6,7,2,3,3,0,12,10,3,2
"2022,2023",2023-02-22,16:00:00,Oitavas De Final,Oitavas De Final,Giuseppe Meazza,Srdjan Jovanovic,75374,,Inter de Milão,Futebol Clube do Porto,Simone Inzaghi,Sérgio Conceição,46,48,2021-06-03,2017-07-01,2025-06-30,2024-06-30,1.92,2.02,563350000,289000000,22530000,10320000,19,7,2,4,16,18,110280,137750,28.8,26.5,1,0,0,0,0,0,6,0,15,14,12,15,4,3,0,1,18,10,9,4
"2022,2023",2023-03-15,16:00:00,Oitavas De Final,Oitavas De Final,Santiago Bernabéu,Felix Zwayer,63127,81044,Real Madrid CF,FC Liverpool,Carlo Ancelotti,Jürgen Klopp,63,55,2021-07-01,2015-10-08,2024-06-30,2026-06-30,2.01,1.87,1030000000,877300000,44610000,33740000,19,17,0,7,15,21,93176,,27.6,26.1,1,0,0,0,0,0,5,9,7,17,17,6,5,6,5,2,17,9,5,3
"2022,2023",2023-03-08,16:00:00,Oitavas De Final,Oitavas De Final,Tottenham Hotspur Stadium,Clément Turpin,61602,62062,"Tottenham Hotspur ",AC Milan,Ange Postecoglou,Stefano Pioli,57,57,2023-07-01,2019-10-09,2027-06-30,2025-06-30,1.81,1.54,747600000,543250000,25780000,19400000,21,15,7,5,21,21,,,26,26.3,0,0,0,0,0,0,6,0,18,12,12,18,3,3,0,1,9,14,3,5
"2022,2023",2023-02-21,16:00:00,Oitavas De Final,Oitavas De Final,Commerzbank Arena,Artur Soares Dias,47500,,SG Eintracht Frankfurt,Napoli,Dino Toppmöller,Rudi Garcia,42,59,2023-07-01,2023-07-01,2026-06-30,2025-06-30,1.96,1.73,170150000,587750000,5000000,21770000,9,16,13,1,20,17,130000,89000,24.8,26.3,0,2,0,0,0,1,4,9,12,13,13,12,9,1,1,2,5,18,2,4
"2022,2023",2023-03-07,16:00:00,Oitavas De Final,Oitavas De Final,Stamford Bridge,Danny Makkelie,39392,40853,Chelsea FC,Borussia Dortmund,Mauricio Pochettino,Edin Terzic,51,40,2023-07-01,2022-07-01,2025-06-30,2025-06-30,1.68,2.01,999000000,467000000,33300000,16680000,20,19,11,3,20,13,30000,175000,23.7,25.9,2,0,0,0,1,0,5,3,17,9,7,16,4,2,6,0,13,13,7,5
"2022,2023",2023-03-14,16:00:00,Oitavas De Final,Oitavas De Final,Estádio do Dragão,Szymon Marciniak,48015,50399,Futebol Clube do Porto,Inter de Milão,Sérgio Conceição,Simone Inzaghi,48,46,2017-07-01,2021-06-03,2024-06-30,2025-06-30,2.02,1.92,289000000,563350000,10320000,22530000,7,19,4,2,18,16,137750,110280,26.5,28.8,0,0,0,0,0,0,6,3,11,18,16,11,5,6,2,2,21,11,6,4
